acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,heart_rate,fall_event
0.10960569836134793,0.005657678354107092,0.6829142048659389,4.724021125693149,0.3311185906061694,-3.338079793609105,80.8,0
0.03340828385945785,0.016734409625969004,0.8217521529594692,-3.512397411823023,2.3641694293772453,2.351747852002163,74.2,0
0.1277226245720831,0.02642948785875817,0.8919457390561121,5.39731639293893,1.432628203790166,-4.289667826191243,73.1,0
0.23276358276896303,0.114686146164618,1.0024503366387036,-0.2750657652017068,-5.367239632410254,4.398312115638041,80.7,0
0.021901595033199685,-0.05472173084867436,1.1336243489910318,3.852689349340387,-0.782125268517294,-2.841690695233686,62.3,0
0.02190356516609834,-0.06463469915126599,1.0841203915057647,-3.45290384559297,2.741674106153825,2.8133439535756852,69.6,0
0.23950553786088696,0.14366197421429752,0.8031012802328772,-8.850802896903717,1.755769354239305,1.429802670039743,77.2,0
0.14209216749834905,-0.026264474188129824,0.9242431606751521,-7.4196444527843,-3.2838557662983443,-3.690070109038464,80.2,0
-0.006336926312194249,-0.10630353535770663,0.9914563383053849,11.263060508532698,1.746794591910651,4.6000633232211126,80.2,0
0.11510720523031576,-0.028512994209987003,0.9406689313330251,-2.690731341054078,3.8425348575786473,7.29775459677179,62.4,0
-0.005610123137495468,-0.01300527352440008,0.9396057161197559,4.932711282967453,-4.10045595208389,-2.8475813034812885,73.6,0
-0.00588757042843082,0.17549627277257648,0.7215885013018593,-5.83990329080167,-8.23298170217279,-2.4871844920587565,80.3,0
0.0790354725879241,0.11248262123767373,0.8070898773290539,0.8048462563481338,7.451066222910178,0.26108682493714375,70.9,0
-0.17959362935893575,0.13475206166322423,0.919559022629109,1.5678324806789208,1.3244066391265226,3.297115646798297,74.8,0
-0.1569901399015639,0.10199736423467862,0.5160161487582257,12.763854049956166,-1.9206256813430176,4.652949616004441,78.3,0
-0.017474503508916717,0.11462436716153142,1.0760966480014782,-1.4303643244613247,-2.064532238834615,-1.3612939940414217,76.3,0
-0.07153973444013084,-0.04880821265803181,0.7740981350433396,-3.200706220910597,0.6165202575998445,0.5238388992391203,78.4,0
0.08770967991143286,0.0001397844646515642,1.0830257199897706,1.5792012420779105,4.372277324190549,-1.3370696862226614,75.1,0
-0.05896288906254531,-0.07899153130235488,1.0698374006706364,-4.161431641362547,-6.341110174860241,-1.569158096903166,78.8,0
-0.11947644416023497,-0.0010488030537033378,0.8984460435331423,1.8430960019139506,-1.6839671512597252,-2.0201575927304516,79.0,0
0.2258778522705865,0.08841049909347411,1.1300822488552307,-0.24069804572017828,6.94666316380921,-5.181447784035468,80.3,0
0.022906843941615726,0.03345832848122468,1.09147960173874,-3.392179444882502,3.4633996144444232,3.2800416029518376,80.0,0
0.05810338456255086,0.15114808189602952,0.9336557793748039,2.2247277021955902,3.1050924263299886,0.38746107174742933,80.9,0
-0.1209697823456148,-0.09414157922272193,0.9167360577212452,0.48744616209340075,1.7123253477913545,5.7981991656530845,73.6,0
-0.015325926943021914,0.07002383506982397,1.1445849178496534,3.4214419756946715,1.3040213614365153,3.132360003461422,73.9,0
0.06331071076518394,-0.10483028018693182,1.0148020759111496,7.436040182277714,-1.9663354360513283,-1.5206806931482653,77.0,0
-0.08811922929067632,0.02941764691736423,1.1367045752552214,-2.25739385477155,-2.344509373768908,-4.336738158650441,85.8,0
0.09508376220148063,0.09403334225564788,0.6216538888470895,-1.8517861968606857,3.385756279753535,7.096050914673933,77.1,0
-0.02207664279025659,-0.001450256682421925,0.9947727645529193,-6.055413388160509,-2.26635176832656,-6.454463165185279,84.4,0
0.014996750024806792,0.07511266040869559,0.7433886369545941,2.3446362356884767,1.1920968435384203,-1.299160936515733,83.4,0
-0.022204793467527628,-0.0759732334832934,0.9761317238769855,-2.9013819635720712,0.6372890635652596,-1.2398496250501205,83.4,0
0.27227338214107255,-0.14636899781963833,1.0870730312518826,1.554875924250382,9.20592784643363,-2.458908999745206,83.1,0
0.04838033303144793,0.07570296224878031,1.2408710218623653,5.244629492549823,-0.6737736446140928,-3.2351292008642556,71.3,0
-0.07692531147470803,0.19440102340757326,0.8392749907344221,-3.0797929546822456,4.907545911458411,-4.640778632062567,70.6,0
0.14870538945238268,-0.07960449401698921,0.9011442792047025,-2.134272630154251,2.9706814437884423,-2.757180914275811,71.7,0
-0.09650123799652267,0.14221941801067953,0.9656700639386694,4.565306995739476,-0.49242012713179545,-0.19454928496293616,81.6,0
0.07506363140057065,0.0243423408816411,0.8338203347807164,3.183402750085246,-5.22474681019435,1.1616404191504037,74.6,0
-0.18516041486557305,-0.11356915216930762,1.1267839593183886,2.706676106916886,-0.22244694406051943,-1.9948590827695516,73.0,0
